,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Origem,Matrícula,Valor Fixo,Série
924,2004,Classe 1,Diesel,Usados,8073120860,Renault,105 cv,280 000 km,Carrinha,Manual,Nacional,,,
925,2018,Classe 1,Diesel,Usados,8074313465,Nissan,110 cv,49 524 km,SUV / TT,Manual,Nacional,,,
926,2019,Classe 1,Diesel,Usados,8075522344,BMW,116 cv,450 km,Citadino,,Nacional,,Sim,Série 1
927,2016,Classe 1,Diesel,Usados,8074315817,BMW,116 cv,120 992 km,SUV / TT,Manual,,,,Série X
928,2010,Classe 1,Diesel,Usados,8073206147,BMW,143 cv,123 000 km,Utilitário,Manual,,,Sim,Série 1
929,2018,,Diesel,Usados,8074313056,Mercedes-Benz,116 cv,26 500 km,Utilitário,Automática,,91-VL-50,Sim,Classe A
930,2008,Classe 1,Diesel,Usados,8071239955,Opel,90 cv,172 021 km,Carrinha,Manual,Nacional,71-FN-10,Sim,
931,2008,Classe 1,Gasolina,Usados,8073119399,Smart,60 cv,165 000 km,Citadino,Automática,Nacional,,Sim,
932,2010,Classe 1,Diesel,Usados,8073206147,BMW,143 cv,123 000 km,Utilitário,Manual,,,Sim,Série 1
933,2018,Classe 1,Diesel,Usados,8074310852,Alfa Romeo,150 cv,16 259 km,Sedan,Manual,Nacional,,,
934,2018,Classe 1,Gasolina,Usados,8074310492,Peugeot,72 cv,35 000 km,Pequeno citadino,Manual,Nacional,80-SQ-75,Sim,
935,2016,Classe 1,Diesel,Usados,8071114800,SEAT,150 cv,88 203 km,Monovolume,Automática,Nacional,58-RJ-83,,
936,2019,Classe 1,Diesel,Usados,8075522344,BMW,116 cv,450 km,Citadino,,Nacional,,Sim,Série 1
937,2015,,Diesel,Usados,8071116200,Mercedes-Benz,258 cv,77 500 km,Sedan,Automática,Nacional,98-PN-60,Sim,Classe S
938,2018,Classe 1,Diesel,Usados,8074313751,Audi,90 cv,16 500 km,Citadino,Manual,Nacional,,,
939,2019,Classe 1,Diesel,Usados,8071114337,Mercedes-Benz,194 cv,10 300 km,Cabrio,Automática,Nacional,22-XC-35,Sim,Classe E
940,2015,Classe 1,Diesel,Usados,8071240002,Peugeot,120 cv,133 874 km,Carrinha,Manual,,05-UC-13,Sim,
941,2019,,Diesel,Usados,8051596547,BMW,190 cv,17 795 km,Sedan,Semi-automática,Nacional,89-XE-73,Sim,Série 3
942,2019,Classe 1,Gasolina,Usados,8071118320,Renault,90 cv,13 109 km,Citadino,Manual,Nacional,,,
943,2016,Classe 1,Gasolina,Usados,8075629464,Ford,140 cv,55 592 km,Utilitário,Manual,,,Sim,
944,2009,Classe 1,Diesel,Usados,8075629558,Audi,105 cv,170 641 km,Utilitário,Manual,Nacional,,,
945,2019,Classe 1,Diesel,Usados,8074313183,Peugeot,100 cv,14 500 km,SUV / TT,Manual,,,Sim,
946,2017,Classe 1,Gasolina,Usados,8075582025,Smart,71 cv,32 000 km,Pequeno citadino,,,,,
947,2019,Classe 1,Diesel,Usados,8071114834,Mercedes-Benz,109 cv,31 000 km,Utilitário,Automática,Nacional,99-VV-83,Sim,Classe A
948,2004,Classe 1,Diesel,Usados,8074320172,SEAT,130 cv,240 000 km,Citadino,Manual,Nacional,,,
949,2017,Classe 1,Gasolina,Usados,8075582025,Smart,71 cv,32 000 km,Pequeno citadino,,,,,
950,2019,Classe 1,Diesel,Usados,8075629386,Nissan,115 cv,30 975 km,SUV / TT,Manual,Nacional,,,
951,2010,Classe 1,Diesel,Usados,8072884491,BMW,184 cv,165 000 km,Cabrio,Manual,Nacional,,,Série 3
952,2019,,Diesel,Usados,8051596547,BMW,190 cv,17 795 km,Sedan,Semi-automática,Nacional,89-XE-73,Sim,Série 3
953,2010,Classe 1,Diesel,Usados,8061931998,Renault,110 cv,180 000 km,Carrinha,Manual,,,Sim,
954,2019,Classe 1,Diesel,Usados,8074313854,Renault,90 cv,14 829 km,Carrinha,Manual,Nacional,,,
955,2015,Classe 1,Diesel,Usados,8071240038,Opel,110 cv,124 985 km,Carrinha,Manual,,00-00-00,Sim,
956,2010,Classe 1,Gasolina,Usados,8072495773,Audi,130 cv,80 000 km,Citadino,Automática,Nacional,,Sim,
957,2015,,Diesel,Usados,8071120535,Peugeot,100 cv,64 431 km,SUV / TT,Manual,Nacional,31-QO-48,,
958,1990,Classe 1,Gasolina,Usados,8071116719,Mercedes-Benz,231 cv,257 810 km,Cabrio,Manual,Nacional,,Sim,Classe SL
959,2009,Classe 1,Diesel,Usados,8073994059,VW,110 cv,230 000 km,Carrinha,Manual,Nacional,,,
960,2016,Classe 1,Diesel,Usados,8066355845,Renault,90 cv,99 589 km,Carrinha,Manual,Nacional,31-RI-03,,
961,2018,Classe 1,Diesel,Usados,8063375814,Mercedes-Benz,245 cv,20 600 km,Coupé,Automática,,,,Classe CLS
962,2018,,Diesel,Usados,8066364024,Peugeot,100 cv,78 761 km,Carrinha,Manual,Nacional,65-UM-40,,
963,2007,Classe 1,Gasolina,Usados,8075758114,Mazda,126 cv,65 031 km,Cabrio,Manual,,,,
964,2017,,Diesel,Usados,8066357284,Fiat,95 cv,61 922 km,Pequeno citadino,Manual,Nacional,48-TP-96,,
965,2017,,Gasolina,Usados,8064856183,Opel,75 cv,65 434 km,Pequeno citadino,Manual,Nacional,,,
966,2018,Classe 1,Diesel,Usados,8073034223,VW,110 cv,34 000 km,Utilitário,Automática,Nacional,,Sim,
967,2014,,Diesel,Usados,8067908717,VW,105 cv,136 779 km,Carrinha,Manual,,,,
968,2018,Classe 1,Diesel,Usados,8066359873,BMW,116 cv,18 000 km,Utilitário,Manual,Nacional,00-00-00,Sim,Série 1
969,1995,,Gasolina,Usados,8069633075,Dodge,220 cv,123 403 km,SUV / TT,Automática,,,Sim,
970,2018,Classe 1,Diesel,Usados,8069629764,Dacia,90 cv,30 102 km,Utilitário,Manual,Nacional,52-UR-27,,
971,2019,Classe 1,Gasolina,Usados,8069635354,Nissan,100 cv,5 530 km,Citadino,Manual,Nacional,45-XU-80,,
972,2019,,Gasolina,Usados,8064853712,Smart,71 cv,16 270 km,Citadino,Automática,Nacional,,,
973,2016,Classe 1,Diesel,Usados,8075737998,Mercedes-Benz,136 cv,56 000 km,Citadino,Automática,Nacional,,,Classe A
974,2016,Classe 1,Diesel,Usados,8075737998,Mercedes-Benz,136 cv,56 000 km,Citadino,Automática,Nacional,,,Classe A
975,2007,Classe 1,Gasolina,Usados,8075758114,Mazda,126 cv,65 031 km,Cabrio,Manual,,,,
976,2018,,Diesel,Usados,8067902091,Mercedes-Benz,136 cv,33 792 km,Sedan,Automática,Nacional,16-UR-98,,Classe C
977,2018,,Diesel,Usados,8067900057,Mercedes-Benz,136 cv,32 576 km,Sedan,Automática,Nacional,17-UR-20,,Classe C
978,2018,Classe 1,Diesel,Usados,8071113720,Mercedes-Benz,110 cv,28 000 km,Carrinha,Automática,,,,Classe CLA
979,2015,Classe 1,Diesel,Usados,8067899244,BMW,190 cv,108 000 km,SUV / TT,Manual,,,Sim,Série X
980,2010,,Híbrido (Gasolina),Usados,8066363692,BMW,449 cv,83 772 km,Sedan,,,,,Série 7
981,2019,,Gasolina,Usados,8069631182,Smart,90 cv,12 000 km,Citadino,Automática,Nacional,81-XM-45,Sim,
982,2018,Classe 1,Diesel,Usados,8073034223,VW,110 cv,34 000 km,Utilitário,Automática,Nacional,,Sim,
983,2017,Classe 1,Diesel,Usados,8066363288,Fiat,85 cv,59 907 km,Citadino,Manual,Nacional,,,
984,2013,,Diesel,Usados,8069630243,Opel,95 cv,63 437 km,Citadino,Manual,Nacional,06-NQ-88,,
985,2018,,Diesel,Usados,8067896139,Mercedes-Benz,136 cv,32 792 km,Sedan,Automática,Nacional,18-UR-19,,Classe C
986,2017,Classe 1,Diesel,Usados,8064855446,Mercedes-Benz,136 cv,140 000 km,Sedan,Manual,,,Sim,Classe C
987,2014,Classe 1,Diesel,Usados,8075599380,BMW,184 cv,94 000 km,Coupé,Manual,Importado,82/ZR/40,,Série 1
988,2019,,Diesel,Usados,8066364510,Mercedes-Benz,170 cv,14 700 km,SUV / TT,Automática,Nacional,68-XO-28,Sim,Classe GLA
989,2019,,Diesel,Usados,8069631509,BMW,116 cv,15 004 km,Monovolume,Manual,,20-XF-62,Sim,Série 2
990,2014,Classe 1,Gasolina,Usados,8069639045,Audi,211 cv,99 693 km,SUV / TT,Automática,Nacional,,Sim,
991,2017,,Diesel,Usados,8063376474,SEAT,110 cv,132 468 km,Carrinha,Manual,Nacional,54-SI-05,,
992,2019,Classe 1,Eléctrico,Usados,8071116705,Smart,82 cv,4 802 km,Pequeno citadino,Automática,,,Sim,
993,1970,Classe 1,Gasolina,Usados,8064854482,Mercedes-Benz,150 cv,255 000 km,Sedan,Manual,,,Sim,
994,2014,Classe 1,Diesel,Usados,8075599380,BMW,184 cv,94 000 km,Coupé,Manual,Importado,82/ZR/40,,Série 1
995,2018,,Gasolina,Usados,8069630669,MINI,102 cv,31 500 km,Citadino,Manual,,94-UV-90,Sim,
996,2017,,Gasolina,Usados,8071111947,Opel,70 cv,50 048 km,Pequeno citadino,Manual,Nacional,53-SZ-54,,
997,2016,Classe 1,Diesel,Usados,8066354839,BMW,190 cv,191 000 km,Utilitário,Automática,Importado,,Sim,Série 1
998,2014,Classe 1,Diesel,Usados,8066363571,Skoda,75 cv,105 476 km,Carrinha,Manual,Nacional,55-OS-86,,
999,2007,Classe 1,Gasolina,Usados,8066324555,Aston Martin,385 cv,60 000 km,Cabrio,Automática,Nacional,76-EB-27,,
1000,2018,,Diesel,Usados,8067902091,Mercedes-Benz,136 cv,33 792 km,Sedan,Automática,Nacional,16-UR-98,,Classe C
1001,2018,Classe 1,Diesel,Usados,8066359873,BMW,116 cv,18 000 km,Utilitário,Manual,Nacional,00-00-00,Sim,Série 1
1002,2014,Classe 1,Diesel,Usados,8066363571,Skoda,75 cv,105 476 km,Carrinha,Manual,Nacional,55-OS-86,,
1003,2016,Classe 1,Diesel,Usados,8066355845,Renault,90 cv,99 589 km,Carrinha,Manual,Nacional,31-RI-03,,
1004,2019,Classe 1,Diesel,Usados,8051532961,VW,115 cv,11 750 km,Carrinha,Automática,,,,
1005,2006,,Gasolina,Usados,8052390209,Aston Martin,385 cv,41 000 km,Coupé,Manual,,,Sim,
1006,2017,Classe 1,Diesel,Usados,8066363288,Fiat,85 cv,59 907 km,Citadino,Manual,Nacional,,,
1007,2017,Classe 1,Diesel,Usados,8060747708,Renault,110 cv,53 091 km,Carrinha,Manual,,63-SM-60,,
1008,2006,,Gasolina,Usados,8052390209,Aston Martin,385 cv,41 000 km,Coupé,Manual,,,Sim,
1009,2018,,Diesel,Usados,8067896139,Mercedes-Benz,136 cv,32 792 km,Sedan,Automática,Nacional,18-UR-19,,Classe C
1010,2015,Classe 1,Diesel,Usados,8067899244,BMW,190 cv,108 000 km,SUV / TT,Manual,,,Sim,Série X
1011,2017,,Diesel,Usados,8066357284,Fiat,95 cv,61 922 km,Pequeno citadino,Manual,Nacional,48-TP-96,,
1012,2017,Classe 1,Diesel,Usados,8064878540,BMW,190 cv,54 500 km,Carrinha,Automática,Nacional,,,Série 5
1013,2017,Classe 1,Diesel,Usados,8064878540,BMW,190 cv,54 500 km,Carrinha,Automática,Nacional,,,Série 5
1014,1970,Classe 1,Gasolina,Usados,8064854482,Mercedes-Benz,150 cv,255 000 km,Sedan,Manual,,,Sim,
1015,2015,,Diesel,Usados,8059035919,BMW,190 cv,103 342 km,Cabrio,,Nacional,,,Série 4
1016,2017,Classe 1,Diesel,Usados,8064855446,Mercedes-Benz,136 cv,140 000 km,Sedan,Manual,,,Sim,Classe C
1017,2016,Classe 1,Diesel,Usados,8066354839,BMW,190 cv,191 000 km,Utilitário,Automática,Importado,,Sim,Série 1
1018,2007,Classe 1,Gasolina,Usados,8066324555,Aston Martin,385 cv,60 000 km,Cabrio,Automática,Nacional,76-EB-27,,
1019,2018,Classe 1,Híbrido (Gasolina),Usados,8074631663,BMW,225 cv,8 200 km,SUV / TT,Automática,,,,Série 2
1020,2018,Classe 1,Diesel,Usados,8063375814,Mercedes-Benz,245 cv,20 600 km,Coupé,Automática,,,,Classe CLS
1021,2017,,Gasolina,Usados,8064856183,Opel,75 cv,65 434 km,Pequeno citadino,Manual,Nacional,,,
1022,2019,Classe 1,Gasolina,Usados,8061974218,Mercedes-Benz,306 cv,5 658 km,Utilitário,Automática,Nacional,04-XE-76,Sim,Classe A
1023,2018,,Diesel,Usados,8067900057,Mercedes-Benz,136 cv,32 576 km,Sedan,Automática,Nacional,17-UR-20,,Classe C
1024,2018,Classe 1,Gasolina,Usados,8060750898,Peugeot,110 cv,17 000 km,SUV / TT,Manual,Nacional,,Sim,
1025,2018,Classe 1,Gasolina,Usados,8062786456,Renault,90 cv,13 500 km,Carrinha,Manual,Nacional,,Sim,
1026,2018,Classe 1,Híbrido (Gasolina),Usados,8074631663,BMW,225 cv,8 200 km,SUV / TT,Automática,,,,Série 2
1027,2018,Classe 1,Gasolina,Usados,8062786456,Renault,90 cv,13 500 km,Carrinha,Manual,Nacional,,Sim,
1028,2019,,Gasolina,Usados,8064853712,Smart,71 cv,16 270 km,Citadino,Automática,Nacional,,,
1029,2018,Classe 1,Diesel,Usados,8060748763,BMW,150 cv,36 076 km,Carrinha,Automática,Nacional,,,Série 3
1030,1978,Classe 1,Gasolina,Usados,8060752609,Volvo,90 cv,185 132 km,Sedan,Manual,Nacional,,Sim,
1031,2019,,Diesel,Usados,8066364510,Mercedes-Benz,170 cv,14 700 km,SUV / TT,Automática,Nacional,68-XO-28,Sim,Classe GLA
1032,2019,Classe 1,Diesel,Usados,8058953774,Mercedes-Benz,204 cv,4 000 km,SUV / TT,Automática,Nacional,,Sim,Classe GLC
1033,2016,Classe 1,Diesel,Usados,8046511108,Ford,120 cv,113 130 km,Carrinha,Manual,Nacional,84-RB-24,Sim,
1034,2017,Classe 1,Diesel,Usados,8053808418,BMW,150 cv,79 000 km,Carrinha,Automática,Nacional,,Sim,Série 3
1035,2014,,Diesel,Usados,8067908717,VW,105 cv,136 779 km,Carrinha,Manual,,,,
1036,2018,Classe 1,Diesel,Usados,8051534432,Renault,110 cv,31 908 km,SUV / TT,Manual,Nacional,20-UR-65,,
1037,2018,,Diesel,Usados,8066364024,Peugeot,100 cv,78 761 km,Carrinha,Manual,Nacional,65-UM-40,,
1038,2017,,Diesel,Usados,8063376474,SEAT,110 cv,132 468 km,Carrinha,Manual,Nacional,54-SI-05,,
1039,2010,,Híbrido (Gasolina),Usados,8066363692,BMW,449 cv,83 772 km,Sedan,,,,,Série 7
1040,2007,,Gasolina,Usados,8043562444,MINI,130 cv,80 000 km,Citadino,Manual,,,Sim,
1041,2016,Classe 1,Diesel,Usados,8046511108,Ford,120 cv,113 130 km,Carrinha,Manual,Nacional,84-RB-24,Sim,
1042,2017,Classe 1,Diesel,Usados,8072375656,MINI,95 cv,71 137 km,Citadino,Manual,Importado,,Sim,
1043,2019,Classe 1,Diesel,Usados,8075627593,Peugeot,100 cv,10 670 km,Carrinha,Manual,Nacional,,,
1044,2018,Classe 1,Gasolina,Usados,8071221709,Fiat,69 cv,49 622 km,Pequeno citadino,Manual,Nacional,,,
1045,2019,Classe 1,Gasolina,Usados,8075627649,Peugeot,80 cv,20 555 km,Citadino,Manual,Nacional,,,
1046,2016,,Diesel,Usados,8075627783,VW,150 cv,96 700 km,Sedan,,Nacional,,,
1047,2015,Classe 1,Diesel,Usados,8046426476,Mercedes-Benz,136 cv,77 500 km,Carrinha,Automática,Nacional,,Sim,Classe CLA
1048,2015,Classe 1,Diesel,Usados,8060770944,SEAT,105 cv,146 000 km,Utilitário,Manual,,,Sim,
1049,2017,,Diesel,Usados,8075628398,Alfa Romeo,210 cv,65 000 km,SUV / TT,,,,,
1050,2018,Classe 1,Eléctrico,Usados,8075627651,Nissan,150 cv,22 500 km,Utilitário,Automática,Nacional,,,
1051,2016,Classe 1,Diesel,Usados,8075745332,BMW,218 cv,60 400 km,Carrinha,Automática,Nacional,,Sim,Série 5
1052,1969,,Gasolina,Usados,8075627627,Opel,45 cv,50 000 km,Coupé,,,,,
1053,2012,,Diesel,Usados,8030968689,Audi,204 cv,119 060 km,Sedan,Automática,Nacional,55-NE-78,,
1054,2019,,Diesel,Usados,8075627886,BMW,116 cv,27 000 km,SUV / TT,Manual,,,,
1055,2015,Classe 1,Diesel,Usados,8046419020,Mercedes-Benz,136 cv,71 500 km,Utilitário,Manual,Nacional,,Sim,Classe CLA
1056,2010,Classe 1,Gasolina,Usados,8074277793,Opel,85 cv,138 523 km,Utilitário,Manual,Nacional,,,
1057,2016,Classe 1,Diesel,Usados,8075745332,BMW,218 cv,60 400 km,Carrinha,Automática,Nacional,,Sim,Série 5
1058,2018,Classe 1,Diesel,Usados,8075627714,Mercedes-Benz,194 cv,47 400 km,Carrinha,Automática,,,,Classe C
1059,2015,Classe 1,Diesel,Usados,8046426666,Mercedes-Benz,136 cv,66 000 km,Carrinha,Automática,Nacional,,Sim,Classe CLA
1060,2002,,Diesel,Usados,8075627211,Mercedes-Benz,116 cv,188 000 km,Sedan,,,,,Classe C
1061,2017,,Diesel,Usados,8059582957,Mercedes-Benz,109 cv,97 000 km,Utilitário,Automática,,,,Classe A
1062,2018,Classe 1,Diesel,Usados,8037288139,Volvo,190 cv,34 000 km,Carrinha,Automática,,,Sim,
1063,2018,Classe 1,Diesel,Usados,8037287696,Volvo,120 cv,15 000 km,Carrinha,Manual,,,Sim,
1064,2018,Classe 1,Gasolina,Usados,8071221709,Fiat,69 cv,49 622 km,Pequeno citadino,Manual,Nacional,,,
1065,2003,Classe 1,Diesel,Usados,8074278343,VW,130 cv,385 231 km,Citadino,Manual,Nacional,,,
1066,2018,Classe 1,Diesel,Usados,8037287962,Volvo,150 cv,20 500 km,Carrinha,Automática,,,Sim,
1067,2007,Classe 1,Gasolina,Usados,8075619880,Chevrolet,94 cv,99 896 km,Citadino,Manual,Nacional,,,
1068,2018,Classe 1,Diesel,Usados,8037322821,Volvo,150 cv,20 500 km,Utilitário,Manual,Nacional,31-VL-14,Sim,
1069,2011,,Diesel,Usados,8037897974,Ford,95 cv,170 884 km,Monovolume,Manual,Nacional,68-MM-46,,
1070,2016,Classe 1,Diesel,Usados,8031435657,Opel,95 cv,119 000 km,Citadino,Manual,Nacional,65-RD-20,,
1071,2017,Classe 1,Diesel,Usados,8041144185,Volvo,200 cv,42 217 km,Carrinha,Automática,Nacional,13-SR-53,Sim,
1072,2019,Classe 1,Diesel,Usados,8051532961,VW,115 cv,11 750 km,Carrinha,Automática,,,,
1073,2019,,Diesel,Usados,8075627769,BMW,116 cv,21 000 km,SUV / TT,Manual,,,,
1074,2007,Classe 1,Gasolina,Usados,8075619880,Chevrolet,94 cv,99 896 km,Citadino,Manual,Nacional,,,
1075,2007,,Gasolina,Usados,8043562444,MINI,130 cv,80 000 km,Citadino,Manual,,,Sim,
1076,2000,Classe 1,Gasolina,Usados,8045935882,Porsche,250 cv,126 000 km,Cabrio,Semi-automática,,,Sim,
1077,2016,,Diesel,Usados,8075628660,Mercedes-Benz,136 cv,180 000 km,Carrinha,,,,,Classe CLA
1078,2016,Classe 1,Diesel,Usados,8046419628,Mercedes-Benz,136 cv,43 500 km,Utilitário,Manual,Nacional,,Sim,Classe CLA
1079,2017,,Eléctrico,Usados,8069968465,BMW,170 cv,47 600 km,Utilitário,Automática,,,,Série i
1080,2018,Classe 1,Gasolina,Usados,8075626259,Renault,90 cv,26 000 km,Citadino,Manual,Nacional,,Sim,
1081,2015,,Diesel,Usados,8067770172,Renault,110 cv,35 000 km,Utilitário,,,,,
1082,2018,Classe 1,Híbrido (Gasolina),Usados,8075627454,Toyota,136 cv,18 000 km,Utilitário,Automática,Nacional,,,
1083,2019,,Diesel,Usados,8075626636,BMW,116 cv,32 000 km,SUV / TT,Manual,,,,
1084,2017,Classe 1,Diesel,Usados,8073388297,Mercedes-Benz,194 cv,36 000 km,Sedan,,Nacional,,Sim,Classe E
1085,2019,,Diesel,Usados,8075627348,BMW,150 cv,22 000 km,Utilitário,Manual,,,,
1086,2015,,Diesel,Usados,8067770172,Renault,110 cv,35 000 km,Utilitário,,,,,
1087,2019,,Diesel,Usados,8075627387,BMW,116 cv,39 000 km,SUV / TT,Manual,,,,
1088,2019,Classe 1,Gasolina,Usados,8075627575,Peugeot,80 cv,18 182 km,Citadino,Manual,Nacional,,,
1089,2016,Classe 1,Diesel,Usados,8064476845,BMW,116 cv,98 500 km,Utilitário,Manual,,,,Série 1
1090,2010,Classe 1,Diesel,Usados,8075626484,Nissan,109 cv,130 000 km,SUV / TT,Manual,Nacional,,,
1091,2009,Classe 1,Diesel,Usados,8069338292,Volvo,136 cv,252 000 km,Carrinha,Manual,Nacional,33-HM-36,,
1092,2019,,Diesel,Usados,8075627596,BMW,116 cv,19 000 km,SUV / TT,Manual,,,,
1093,2017,Classe 1,Diesel,Usados,8074294375,Ford,120 cv,130 200 km,Carrinha,Manual,Nacional,,,
1094,2013,Classe 1,Diesel,Usados,8066056690,Fiat,90 cv,78 000 km,Citadino,Manual,,,,
1095,2017,Classe 1,Diesel,Usados,8073388297,Mercedes-Benz,194 cv,36 000 km,Sedan,,Nacional,,Sim,Classe E
1096,2005,Classe 1,Diesel,Usados,8063068509,Opel,90 cv,280 000 km,Carrinha,Manual,Nacional,,,
1097,2016,Classe 1,Diesel,Usados,8061663724,SEAT,110 cv,88 000 km,Utilitário,Manual,,,,
1098,2019,,Diesel,Usados,8075626523,BMW,150 cv,24 000 km,Utilitário,Manual,,,,
1099,2006,Classe 1,Diesel,Usados,8063764760,Jaguar,207 cv,252 000 km,Sedan,Automática,,,,
1100,2005,Classe 1,Diesel,Usados,8039881228,Mercedes-Benz,140 cv,180 000 km,Utilitário,Manual,Nacional,,,Classe A
1101,2015,Classe 1,Diesel,Usados,8075626319,Peugeot,115 cv,155 000 km,Monovolume,Manual,,,,
1102,2002,,Diesel,Usados,8074233177,BMW,150 cv,70 000 km,Sedan,Automática,Nacional,,,Série 3
1103,2017,Classe 1,Gasolina,Usados,8074305340,Porsche,299 cv,17 500 km,Cabrio,Manual,,,,
1104,2011,,Gasolina,Usados,8071571993,Citroën,68 cv,141 000 km,Pequeno citadino,Manual,,,,
1105,2004,,Diesel,Usados,8075626275,Renault,80 cv,240 000 km,Utilitário,Manual,,,,
1106,1999,Classe 1,Gasolina,Usados,8063820896,Mercedes-Benz,193 cv,215 000 km,Coupé,Manual,,,,Classe CLK
1107,2018,Classe 1,Diesel,Usados,8075627614,Ford,120 cv,16 023 km,Utilitário,Manual,Nacional,,,
1108,2019,Classe 1,Gasolina,Usados,8075627425,Ford,100 cv,5 269 km,Citadino,Manual,Nacional,,,
1109,2017,Classe 1,Diesel,Usados,8062252312,DS,100 cv,35 900 km,Citadino,Manual,,,Sim,
1110,2017,Classe 1,Diesel,Usados,8067597507,Mercedes-Benz,194 cv,83 900 km,Carrinha,Automática,,,,Classe E
1111,2005,Classe 2,Diesel,Usados,8071567303,Citroën,110 cv,362 000 km,Monovolume,Manual,Nacional,,,
1112,2015,Classe 1,Diesel,Usados,8064523527,Mercedes-Benz,136 cv,94 100 km,Sedan,Manual,Nacional,79-QF-88,Sim,Classe CLA
1113,2010,,Diesel,Usados,8075626366,Volvo,110 cv,100 000 km,Carrinha,,,,,
1114,2012,Classe 1,Diesel,Usados,8066160872,BMW,315 cv,161 000 km,Coupé,Automática,Nacional,,,Série 6
1115,2019,,Diesel,Usados,8075626586,BMW,150 cv,25 000 km,Utilitário,Manual,,,,
1116,2004,,Gasolina,Usados,8073115128,Porsche,228 cv,201 000 km,Cabrio,Manual,,81-GL-92,Sim,
1117,2019,Classe 1,Diesel,Usados,8075627593,Peugeot,100 cv,10 670 km,Carrinha,Manual,Nacional,,,
1118,2015,Classe 1,Diesel,Usados,8064523527,Mercedes-Benz,136 cv,94 100 km,Sedan,Manual,Nacional,79-QF-88,Sim,Classe CLA
1119,2017,Classe 1,Diesel,Usados,8067597507,Mercedes-Benz,194 cv,83 900 km,Carrinha,Automática,,,,Classe E
1120,2011,Classe 1,Diesel,Usados,8073141618,Alfa Romeo,95 cv,116 230 km,Utilitário,Manual,,,Sim,
1121,2018,Classe 1,Diesel,Usados,8059666100,Peugeot,100 cv,95 465 km,Carrinha,Manual,Nacional,,Sim,
1122,2015,Classe 1,Diesel,Usados,8075625556,Volvo,115 cv,103 132 km,Utilitário,Manual,Importado,,Sim,
1123,2007,,Gasolina,Usados,8073445602,Fiat,75 cv,168 000 km,Citadino,Manual,,,,
1124,2011,,Diesel,Usados,8075625147,MINI,90 cv,103 746 km,Citadino,Manual,Importado,07QC02,,
1125,2019,,Diesel,Usados,8075626038,MINI,116 cv,25 000 km,Utilitário,Manual,,,,
1126,2019,,Diesel,Usados,8075626207,MINI,116 cv,24 000 km,Utilitário,Manual,,,,
1127,2015,Classe 1,Diesel,Usados,8075626319,Peugeot,115 cv,155 000 km,Monovolume,Manual,,,,
1128,2011,Classe 1,Diesel,Usados,8073141618,Alfa Romeo,95 cv,116 230 km,Utilitário,Manual,,,Sim,
1129,2007,Classe 1,Gasolina,Usados,8074426424,Porsche,355 cv,76 138 km,Cabrio,Automática,Nacional,00-00-00,,911 (Todos)
1130,2013,,Diesel,Usados,8075625754,Opel,160 cv,178 000 km,Carrinha,Manual,,,Sim,
1131,2005,Classe 1,Gasolina,Usados,8075619132,Chevrolet,94 cv,325 051 km,Utilitário,Manual,Nacional,,,
1132,2019,,Diesel,Usados,8075626342,Austin Morris,170 cv,15 000 km,Pequeno citadino,Automática,,,,
1133,2014,,Diesel,Usados,8073867000,BMW,258 cv,88 000 km,SUV / TT,Automática,,49-QA-01,,Série X
1134,2006,Classe 1,Diesel,Usados,8074426391,Toyota,90 cv,197 000 km,Utilitário,Manual,Nacional,00-00-00,,
1135,2014,,Diesel,Usados,8075612517,Volvo,190 cv,164 700 km,Utilitário,Manual,Importado,,,
1136,2019,Classe 1,Gasolina,Usados,8075596963,Renault,90 cv,17 000 km,SUV / TT,Manual,Nacional,,,
1137,2010,,Gasolina,Usados,8075625617,Ford,330 cv,27 682 km,Coupé,Manual,,,,
1138,2017,Classe 1,Diesel,Usados,8064855446,Mercedes-Benz,136 cv,140 000 km,Sedan,Manual,,,Sim,Classe C
1139,2011,Classe 1,Diesel,Usados,8069769133,Volvo,115 cv,129 000 km,Sedan,Manual,Nacional,63-MN-65,,
1140,2019,,Diesel,Usados,8075626145,MINI,116 cv,22 500 km,Utilitário,Manual,,,,
1141,2016,Classe 1,Diesel,Usados,8074426548,Mercedes-Benz,190 cv,138 000 km,Carrinha,Automática,,00-00-00,Sim,Classe E
1142,2019,Classe 1,Gasolina,Usados,8075625494,Nissan,100 cv,1 512 km,Citadino,Manual,Nacional,,Sim,
1143,2018,Classe 1,Gasolina,Usados,8066274107,Renault,72 cv,39 898 km,Citadino,Manual,Nacional,,Sim,
1144,2019,Classe 1,Gasolina,Usados,8075596963,Renault,90 cv,17 000 km,SUV / TT,Manual,Nacional,,,
1145,2017,Classe 1,Diesel,Usados,8064855446,Mercedes-Benz,136 cv,140 000 km,Sedan,Manual,,,Sim,Classe C
1146,2012,Classe 1,Diesel,Usados,8069769413,BMW,184 cv,179 000 km,Carrinha,Automática,,00-00-00,Sim,Série 5
1147,2018,Classe 1,Gasolina,Usados,8075626259,Renault,90 cv,26 000 km,Citadino,Manual,Nacional,,Sim,
1148,2002,Classe 1,Diesel,Usados,8075625896,Mercedes-Benz,143 cv,385 000 km,Carrinha,Manual,Nacional,,,Classe C
